'7c:c5:37:f4:a4:69'	46.5186882	6.5605096820000002	476.25689699999998	28
'7c:c5:37:f4:a4:69'	46.518627170000002	6.559853554	475.72146609999999	27
'20:64:32:0a:c8:47'	46.518718720000003	6.5604634280000003	476.19262700000002	25
'48:5d:60:63:dc:a7'	46.518714899999999	6.559922695	476.09603879999997	26
'6c:3e:6d:56:f9:5e'	46.518276210000003	6.5604729649999998	476.07562259999997	25
'cc:3a:61:36:42:b3'	46.518535610000001	6.5598001479999999	475.86190800000003	24
'00:1f:3c:39:d9:11'	46.518466949999997	6.5598158839999998	475.68338010000002	27
'00:1f:3c:39:d9:11'	46.518466949999997	6.5598158839999998	475.63320920000001	28
'00:1f:3c:39:d9:11'	46.51844406	6.5598258969999996	475.67337040000001	28
'00:1f:3c:39:d9:11'	46.51844406	6.5598258969999996	475.67337040000001	30
'00:1f:3c:39:d9:11'	46.51844406	6.5598258969999996	475.67337040000001	31
'00:1f:3c:39:d9:11'	46.51844406	6.5598258969999996	475.67337040000001	30
'd8:9d:67:e7:e0:56'	46.518276210000003	6.5599846839999998	476.18295289999998	27
'd8:9d:67:e7:e0:56'	46.518276210000003	6.5599846839999998	476.18295289999998	25
'd8:9d:67:e7:e0:56'	46.518276210000003	6.5599846839999998	476.18295289999998	24
'd8:9d:67:e7:e0:56'	46.518276210000003	6.5599846839999998	476.18295289999998	22
'00:1f:3c:39:d9:11'	46.518276210000003	6.5599846839999998	476.18295289999998	26
'00:1f:3c:39:d9:11'	46.518276210000003	6.5599846839999998	476.18295289999998	27
'00:1f:3c:39:d9:11'	46.518276210000003	6.5599846839999998	476.18295289999998	29
'00:1f:3c:39:d9:11'	46.518230440000004	6.560115337	476.04147339999997	30
'cc:3a:61:36:42:b3'	46.518241879999998	6.5603499410000001	475.40811159999998	30
'ac:7f:3e:35:86:63'	46.518276210000003	6.5604262350000004	475.915863	27
'd4:9a:20:b5:4a:7e'	46.518291470000001	6.5604615209999997	476.04583739999998	26
'18:9e:fc:3f:3c:f9'	46.518402100000003	6.5605731010000001	476.15881350000001	20
'18:9e:fc:3f:3c:f9'	46.518428800000002	6.5605854990000001	475.99758910000003	20
'00:19:d2:c6:46:49'	46.518455510000003	6.5605926510000003	476.20883179999998	20
'00:19:d2:c6:46:49'	46.518455510000003	6.5605926510000003	476.20883179999998	20
'00:19:d2:c6:46:49'	46.518508910000001	6.5605964659999998	476.13720699999999	20
'00:1f:3c:39:d9:11'	46.518539429999997	6.5605926510000003	475.90994260000002	26
'00:1f:3c:39:d9:11'	46.518596649999999	6.5605778690000003	475.5644226	26
'00:1f:3c:39:d9:11'	46.518619540000003	6.5605640410000001	475.68081669999998	27
'00:1f:3c:39:d9:11'	46.518619540000003	6.5605640410000001	475.61270139999999	28
'00:1f:3c:39:d9:11'	46.518669129999999	6.5605263709999999	475.82781979999999	28
'00:1f:3c:39:d9:11'	46.518692020000003	6.5605010989999997	475.91583250000002	29
'00:1f:3c:39:d9:11'	46.518714899999999	6.5604734420000002	475.95651249999997	29
'00:1f:3c:39:d9:11'	46.518714899999999	6.5604734420000002	475.8554077	30
'00:1f:3c:39:d9:11'	46.51873398	6.5604438780000001	475.58129880000001	28
'00:1f:3c:39:d9:11'	46.51877975	6.5603322979999996	475.5799561	29
'00:1f:3c:39:d9:11'	46.518783569999997	6.5602946280000003	475.8631287	30
'00:1f:3c:39:d9:11'	46.518783569999997	6.5602946280000003	475.85354610000002	30
'28:e1:4c:2c:6c:6c'	46.518714899999999	6.559962273	475.71142579999997	23
'40:f3:08:02:66:07'	46.518680570000001	6.5599193570000001	475.8200989	23
'40:f3:08:02:66:07'	46.518680570000001	6.5599193570000001	475.8200989	23
'cc:3a:61:36:42:b3'	46.518604279999998	6.5598549840000002	476.23400880000003	22
'cc:3a:61:36:42:b3'	46.518562320000001	6.5598306659999999	475.68411250000003	22
'cc:3a:61:36:42:b3'	46.518562320000001	6.5598306659999999	476.12203979999998	21
'00:1f:3c:39:d9:11'	46.518455510000003	6.559808254	475.83554079999999	26
'00:1f:3c:39:d9:11'	46.518432619999999	6.5598096850000003	476.0372314	27
'00:1f:3c:39:d9:11'	46.518432619999999	6.5598096850000003	476.1052856	28
'00:1f:3c:39:d9:11'	46.518413539999997	6.5598154070000003	475.95355219999999	28
